Day,Spread,Pred_Total,Away Money Line,Home Money Line,Year,Week,O/U,prev_TE allowed_Favorite,prev_TE allowed_Underdog,prev_RB allowed_Favorite,prev_RB allowed_Underdog,prev_K allowed_Favorite,prev_K allowed_Underdog,prev_QB allowed_Favorite,prev_QB allowed_Underdog,prev_Total FPts allowed_Favorite,prev_Total FPts allowed_Underdog
2.0,-0.004580017896683899,0.02532544094675438,-0.012377357453137113,0.008313668001464066,0.0,1.0,Over,0.06967756426310687,0.0,0.014661237275757239,0.04003289333786926,0.006864722320663693,0.022998739152842573,0.02240438071412173,0.019866815176205095,0.021709814768924536,0.028401577252546148
2.0,-0.009160035793367797,0.030884684081407782,0.01134591099870902,-0.010807768401903287,0.0,1.0,Under,0.07513059103152392,0.015323831570545732,0.0301765272083547,0.04723881413868572,0.030891250442986615,0.019713204988150778,0.034931900634553176,0.020444869522832806,0.034843102007228,0.028357577907460876
2.0,-0.013740053690051695,0.02532544094675438,0.013924527134779253,-0.012886185402269303,0.0,1.0,Over,0.0,0.06659972951814107,0.01722339524627792,0.0269554815141653,0.010297083480995539,0.029569807482226165,0.015651511034090675,0.03532216297025132,0.016194140981342645,0.03033021521211745
2.0,-0.04580017896683899,0.029031603036523315,0.036100625904983245,-0.037411506006588297,0.0,1.0,Under,0.04423010601049392,0.03565737730838526,0.03814768533886349,0.03135909978133092,0.024026528122322924,0.019713204988150778,0.04051721808018634,0.0372084455750365,0.03681462935550136,0.033608166420970566
2.0,-0.02748010738010339,0.02841390935489516,0.020628929088561856,-0.01995280320351376,0.0,1.0,Over,0.10148688707887304,0.016502587845203094,0.018931500559958375,0.014945613512804521,0.013729444641327386,0.009856602494075389,0.04357809826225649,0.013447369537339436,0.03541077914252849,0.014827779293738269
2.0,-0.009160035793367797,0.027796215673267004,-0.010417609189723738,-0.009893264921742239,0.0,1.0,Over,0.03090048502103,0.024753881767804645,0.008825210787349018,0.026555152580786605,0.0,0.022998739152842573,0.027958142693960353,0.027442369508326177,0.022407904219091366,0.0320975222397094
2.0,-0.009160035793367797,0.027178521991638848,0.01289308068035116,-0.012054818602122897,0.0,1.0,Under,0.027871025705242743,0.03948833520102169,0.04412605393674508,0.03336074444822438,0.02745888928265477,0.029569807482226165,0.016882174200077642,0.030302217328484343,0.024586557008623014,0.03704011533762215
2.0,-0.018320071586735594,0.02964929671815147,0.014955973589207345,-0.014548919002562116,0.0,1.0,Under,0.0015147296578936274,0.033299864759070534,0.03829002744833686,0.03976600738228346,0.0034323611603318464,0.013142136658767184,0.020384830903271322,0.020901228217538897,0.019838014484960722,0.024690965817021144
2.0,-0.013740053690051695,0.02532544094675438,-0.018050312952491623,0.012886185402269303,0.0,1.0,Under,0.03362699840523853,0.021512302012496893,0.0227747375157394,0.010408552267846007,0.03775597276365031,0.01642767082345898,0.023887487606465,0.0178588369194983,0.026289588414524518,0.019081049318648357
2.0,-0.02748010738010339,0.025943134628382537,-0.02578616136070232,0.01745870280307454,0.0,1.0,Over,0.03968591703681304,0.00589378137328682,0.0227747375157394,0.013878069690461342,0.013729444641327386,0.026284273317534367,0.01221196526248607,0.019014945612753728,0.020536103935127555,0.018699721661242626
2.0,-0.02748010738010339,0.025943134628382537,-0.02269182199741804,0.015795969202781725,0.0,1.0,Over,0.0015147296578936274,0.06601035138081238,0.012668447743130041,0.03936567844890477,0.05835013972564139,0.029569807482226165,0.007731089119661724,0.028689749940522823,0.0177974453229346,0.03349816805825737
2.0,-0.02748010738010339,0.03335545880792041,0.02578616136070232,-0.0249410040043922,0.0,1.0,Under,0.006967756426310686,0.015913209707874416,0.018077447903118146,0.02468695089168604,0.04805305624464585,0.052568546635068734,0.026222592075260787,0.012717195625809691,0.03153676625973455,0.021508346522519456
2.0,-0.018320071586735594,0.030266990399779627,0.014955973589207345,-0.014548919002562116,0.0,1.0,Under,0.034838782131553434,0.05510685584023176,0.03458913260202921,0.01401151266825424,0.044620695084314,0.03285534164691796,0.02224660338514904,0.02887229341840526,0.029687979913688323,0.027565589695925895
0.0,-0.02748010738010339,0.02841390935489516,0.02269182199741804,-0.02244690360395298,0.0,1.0,Under,0.013026675057885195,0.019154789463182165,0.037435974791496636,0.007873135689780954,0.030891250442986615,0.0,0.025086595306657432,0.01679399996518409,0.02800029113306521,0.016404422492627354
3.0,-0.013740053690051695,0.027796215673267004,0.014955973589207345,-0.01371755220241571,0.0,2.0,Over,0.023326836731561863,0.01827072225718914,0.03401976416413572,0.007606249734195159,0.020594166961991078,0.019713204988150778,0.029062583996769177,0.015364076055105012,0.0323806106500461,0.016023094835221623
2.0,-0.004580017896683899,0.02964929671815147,0.010314464544280928,-0.00997640160175688,0.0,2.0,Under,0.024841566389455488,0.024459192699140306,0.04668821190726576,0.01187642502356788,0.020594166961991078,0.013142136658767184,0.019122612271489814,0.040311684699037904,0.02785453619292049,0.030799541559693736
2.0,-0.018320071586735594,0.027178521991638848,0.016812577207177912,-0.015214012442679241,0.0,2.0,Over,0.06028624038416637,0.06365283883149767,0.025336895486260082,0.027222367469751093,0.006864722320663693,0.04928301247037694,0.025528371827780956,0.03279697819287763,0.026304931039802908,0.0372747785114103
2.0,-0.009160035793367797,0.02841390935489516,0.010830187771494975,-0.010807768401903287,0.0,2.0,Under,0.03120343095260873,0.03212110848441317,0.009109895006295759,0.019749560713348834,0.013729444641327386,0.019713204988150778,0.030671912752290597,0.03279697819287763,0.023719698680393874,0.02799824992259778
2.0,-0.009160035793367797,0.02841390935489516,0.010314464544280928,-0.010392085001830084,0.0,2.0,Over,0.0075736482894681375,0.013850386227224027,0.025336895486260082,0.027222367469751093,0.044620695084314,0.022998739152842573,0.04155854845140608,0.021509706477147016,0.04059658648662496,0.02487429642154313
2.0,-0.013740053690051695,0.02841390935489516,-0.018050312952491623,0.012886185402269303,0.0,2.0,Over,0.0,0.005009714167293797,0.01622700047996432,0.023352521113757067,0.02745888928265477,0.013142136658767184,0.025812371019931796,0.022787510822324067,0.02694932130149537,0.02408230821000815
2.0,-0.013740053690051695,0.029031603036523315,0.014955973589207345,-0.01371755220241571,0.0,2.0,Under,0.0,0.015323831570545732,0.0113873687578697,0.02268530622479258,0.0034323611603318464,0.026284273317534367,0.013253295633705812,0.022239880388676758,0.017375523127778823,0.022886992668524796
2.0,-0.02748010738010339,0.02532544094675438,0.02269182199741804,-0.021615536803806575,0.0,2.0,Under,0.021206215210510783,0.0041256469613007735,0.013807184618917008,0.0322932006258812,0.020594166961991078,0.003285534164691796,0.04323098813851658,0.018406467353145606,0.028575639581004907,0.023136322290674697
2.0,-0.004580017896683899,0.026560828310010692,-0.01134591099870902,-0.009145034801610474,0.0,2.0,Over,0.0051500808368383335,0.02681670524845503,0.010533316101029472,0.0216177624024494,0.013729444641327386,0.026284273317534367,0.012401298057253296,0.030393489067425557,0.015365639216309486,0.028078915388587453
2.0,-0.04580017896683899,0.026560828310010692,0.036100625904983245,-0.037411506006588297,0.0,2.0,Over,0.02605335011577039,0.00854598299126589,0.015372947823124095,0.018415130935419858,0.01716180580165923,0.052568546635068734,0.02896791759938556,0.028263815158797136,0.022730099349937596,0.025988946497036806
2.0,-0.06412025055357458,0.030266990399779627,0.07735848408210697,-0.10392085001830083,0.0,2.0,Over,0.024538620457876765,0.04125646961300774,0.030318869317828075,0.016280043290733497,0.006864722320663693,0.026284273317534367,0.040990550067104406,0.036599967315428375,0.033707747736627,0.030234883297766014
2.0,-0.02748010738010339,0.027796215673267004,0.02578616136070232,-0.0249410040043922,0.0,2.0,Over,0.01878264775788098,0.027995461523112396,0.027614369237834016,0.03776436271539,0.044620695084314,0.009856602494075389,0.01820750376344822,0.04618349990425625,0.026711510609680293,0.04365468354877543
2.0,-0.009160035793367797,0.027178521991638848,0.010830187771494975,-0.010392085001830084,0.0,2.0,Over,0.0,0.06217939348817596,0.013807184618917008,0.024953836847271836,0.044620695084314,0.05913961496445233,0.034111458523895195,0.042958565128333216,0.03192033189169434,0.044307340500873704
2.0,-0.07328028634694238,0.027178521991638848,0.08251571635424743,-0.13301868802342506,0.0,2.0,Under,0.03120343095260873,0.001473445343321705,0.013522500399970267,0.024019736002721555,0.051485417404977696,0.019713204988150778,0.03512123342932041,0.03224934775923032,0.03243430983852047,0.0313128672523553
2.0,-0.013740053690051695,0.027178521991638848,-0.016812577207177912,0.010807768401903287,0.0,2.0,Under,0.03392994433681725,0.02652201617979069,0.03074589564624819,0.03296041551484569,0.020594166961991078,0.026284273317534367,0.008109754709196174,0.02771618472514983,0.018963484844092385,0.025416955010928208
0.0,-0.02748010738010339,0.02964929671815147,0.02166037554298995,-0.020784170003660167,0.0,2.0,Over,0.014238458784200098,0.02681670524845503,0.016796368917857806,0.008406907600952545,0.024026528122322924,0.029569807482226165,0.03477412330558049,0.030788999936170833,0.02444847338111749,0.02894423584193123
3.0,-0.013740053690051695,0.027178521991638848,-0.016812577207177912,0.010807768401903287,0.0,3.0,Under,0.0,0.005599092304622479,0.014803579385230609,0.010008223334467315,0.013729444641327386,0.019713204988150778,0.04783808614451907,0.010465826065259651,0.0376738163710913,0.014182455565820876
2.0,-0.009160035793367797,0.025943134628382537,-0.0144402503619933,0.00997640160175688,0.0,3.0,Under,0.009088377947361765,0.041845847750336417,0.03757831690097001,0.03402795933718887,0.020594166961991078,0.04271194414099335,0.013442628428473036,0.036630391228408776,0.01872567415227731,0.03772210518644394
2.0,-0.018320071586735594,0.026560828310010692,0.01722515578894915,-0.016627336002928133,0.0,3.0,Under,0.03726234958418324,0.03713082265170697,0.03885939588623035,0.05778080938432462,0.030891250442986615,0.04928301247037694,0.029472805052098164,0.03425732601593712,0.03727490811385312,0.044593336243928
2.0,-0.02748010738010339,0.02841390935489516,0.02166037554298995,-0.021615536803806575,0.0,3.0,Under,0.008785432015783039,0.028290150591776735,0.019358526888378486,0.02468695089168604,0.0,0.022998739152842573,0.024897262511890204,0.022270304301657166,0.026765209798154665,0.02494762866335193
2.0,-0.013740053690051695,0.027178521991638848,-0.017018866498063532,0.012054818602122897,0.0,3.0,Under,0.049986078710489705,0.04214053681900076,0.0103909739915561,0.01988300369114173,0.02745888928265477,0.045997478305685145,0.03098746741023597,0.024643369514128828,0.02901290440143908,0.026692936018401236
2.0,-0.018320071586735594,0.02964929671815147,0.019081759406919717,-0.018705753003294148,0.0,3.0,Over,0.019691485552617155,0.0053044032359581385,0.06903592309458505,0.02108399049127781,0.013729444641327386,0.01642767082345898,0.011486189549211705,0.018923673873812507,0.027302201682898382,0.02025436518758907
2.0,-0.018320071586735594,0.027796215673267004,0.015987420043635438,-0.014548919002562116,0.0,3.0,Over,0.03120343095260873,0.00854598299126589,0.008255842349455532,0.020683661557899115,0.020594166961991078,0.026284273317534367,0.032312796973606554,0.05312015206378881,0.029910447980225005,0.042870028561421324
2.0,-0.013740053690051695,0.02841390935489516,-0.016606287916292293,0.010807768401903287,0.0,3.0,Under,0.003029459315787255,0.01738665505119612,0.010818000319976213,0.02255186324699968,0.024026528122322924,0.039426409976301556,0.02306704549580702,0.02914610863522891,0.024287375815694373,0.03133486692489793
2.0,-0.013740053690051695,0.024707747265126225,-0.018772325470591288,0.012054818602122897,0.0,3.0,Over,0.009694269810519216,0.0026522016179790693,0.03829002744833686,0.03549583209291075,0.013729444641327386,0.022998739152842573,0.016408842213159577,0.016763576052203685,0.02393449543429136,0.02622360967082495
2.0,-0.022900089483419494,0.027178521991638848,0.021144652315775902,-0.020368486603586963,0.0,3.0,Over,0.004241243042102156,0.0023575125493147282,0.04839631722094622,0.039098792493318976,0.024026528122322924,0.029569807482226165,0.004323098813851658,0.031123662978955302,0.02157173114141901,0.03390149538820574
2.0,-0.03206012527678729,0.027178521991638848,0.02836477749677255,-0.029097838005124232,0.0,3.0,Over,0.008785432015783039,0.005009714167293797,0.01024863188208273,0.025887937691822117,0.0034323611603318464,0.019713204988150778,0.00833064296975794,0.010648369543142086,0.007165006005009016,0.017746402517728296
2.0,-0.02748010738010339,0.026560828310010692,0.024754714906274226,-0.0249410040043922,0.0,3.0,Over,0.018479701826302253,0.010314117403251935,0.033023369397822126,0.016280043290733497,0.0,0.006571068329383592,0.01353729482585665,0.024886760817972076,0.02005281123885821,0.025761616547429547
2.0,-0.03664014317347119,0.02964929671815147,-0.0355849026777692,0.022862587004026182,0.0,3.0,Under,0.03029459315787255,0.013850386227224027,0.03800534322939012,0.042301423960348514,0.006864722320663693,0.029569807482226165,0.029819915175838076,0.027746608638130235,0.030723607119979773,0.03536080700020076
2.0,-0.013740053690051695,0.030266990399779627,0.0144402503619933,-0.012886185402269303,0.0,3.0,Under,0.08270423932099207,0.010019428334587594,0.016511684698911063,0.05030800262792237,0.030891250442986615,0.022998739152842573,0.04717542136283378,0.03513961949236889,0.03490447250834157,0.03838942858690398
0.0,-0.04580017896683899,0.026560828310010692,0.03867924204105348,-0.041568340007320334,0.0,3.0,Under,0.010906053536834118,0.03359455382773487,0.013522500399970267,0.015212499468390319,0.0,0.019713204988150778,0.00602709396675669,0.028689749940522823,0.0071419920670914286,0.028401577252546148
3.0,-0.022900089483419494,0.024707747265126225,0.01856603617970567,-0.018290069603220948,0.0,4.0,Over,0.0,0.020922923875168208,0.06818187043774482,0.014278398623840035,0.020594166961991078,0.022998739152842573,0.021678605000847364,0.02893314124436607,0.0342677535592883,0.026736935363486515
2.0,-0.02748010738010339,0.026560828310010692,0.02269182199741804,-0.021615536803806575,0.0,4.0,Over,0.0003029459315787255,0.05127589794759533,0.030603553536774814,0.024553507913893144,0.02745888928265477,0.039426409976301556,0.019343500532051576,0.03988574991731222,0.02226982059158584,0.03711344757943095
2.0,-0.04122016107015509,0.027178521991638848,0.03713207235941134,-0.038242872806734704,0.0,4.0,Under,0.02090326927893206,0.007661915785272866,0.05537108058514141,0.02281874920258548,0.013729444641327386,0.026284273317534367,0.029094139462563715,0.01801095648440033,0.03733627861496668,0.02142768105652978
2.0,-0.03206012527678729,0.02964929671815147,0.02681760781513041,-0.026603737604685013,0.0,4.0,Under,0.022417998936825688,0.02386981456181162,0.020212579545218715,0.008673793556538339,0.010297083480995539,0.006571068329383592,0.03357501560538806,0.03681293470629121,0.030639222680948618,0.02731626007377599
2.0,-0.04122016107015509,0.027796215673267004,0.036100625904983245,-0.037411506006588297,0.0,4.0,Under,0.00999721574209794,0.007367226716608525,0.003985579065254394,0.02869024022547297,0.010297083480995539,0.052568546635068734,0.01593551022624151,0.024308706471344366,0.0119288911539497,0.029545560224763345
2.0,-0.004580017896683899,0.025943134628382537,0.010830187771494975,-0.009560718201683676,0.0,4.0,Over,0.048168403121017354,0.04214053681900076,0.013095474071550152,0.006538705911851979,0.044620695084314,0.039426409976301556,0.025339039033013728,0.023395989081932186,0.028253444450158677,0.023275653550111408
2.0,-0.013740053690051695,0.027178521991638848,0.015471696816421392,-0.014133235602488914,0.0,4.0,Over,0.011208999468412844,0.014145075295888368,0.024625184938893225,0.012810525868118162,0.08580902900829615,0.013142136658767184,0.02830525281770027,0.01235210867004482,0.03388418792732851,0.013097138387050716
2.0,-0.004580017896683899,0.026560828310010692,-0.011861634225923068,-0.00872935140153727,0.0,4.0,Under,0.011511945399991569,0.021983159890022138,0.03245400095992864,0.02452307665981678,0.013729444641327386,0.024431155043941208,0.02884169573620741,0.025236350593062555,0.027954263257230036,0.02636148001450687
2.0,-0.02748010738010339,0.030884684081407782,0.02269182199741804,-0.02244690360395298,0.0,4.0,Over,0.010603107605255391,0.018860100394517826,0.0217783427494258,0.023219078135964168,0.03775597276365031,0.026284273317534367,0.034237680387073345,0.021813945606951074,0.030033188982452136,0.025644284960535474
2.0,-0.018320071586735594,0.02841390935489516,-0.02269182199741804,0.015380285802708523,0.0,4.0,Over,0.007876594221046864,0.012966319021231005,0.02334410595363288,0.01347774075708265,0.020594166961991078,0.036140875811609754,0.029567471449481773,0.025373543425658573,0.029281400343810937,0.024265638814530137
2.0,-0.018320071586735594,0.027178521991638848,-0.02166037554298995,0.01496460240263532,0.0,4.0,Under,0.002120621521051078,0.04214053681900076,0.023201763844159513,0.018948902846591446,0.02745888928265477,0.039426409976301556,0.02376126574328685,0.026225412989109936,0.027217817243867223,0.028284245665652078
2.0,-0.03664014317347119,0.030884684081407782,-0.039194965268267525,0.0249410040043922,0.0,4.0,Under,0.022599103801547595,0.02976359593509844,0.026158487469853997,0.05044144560571526,0.025522957142262912,0.03285534164691796,0.026174963044077158,0.034013934712093866,0.02757684066859459,0.03540480634528604
2.0,-0.03664014317347119,0.027178521991638848,0.0288805007239866,-0.028266471204977828,0.0,4.0,Over,0.038777079242076865,0.030942352209755806,0.02049726376416546,0.026822038536372404,0.020594166961991078,0.01642767082345898,0.022814601769450722,0.02473464125307005,0.021425976201274285,0.025138292492054792
0.0,-0.018320071586735594,0.02841390935489516,0.01856603617970567,-0.01745870280307454,0.0,4.0,Under,0.04089770076312794,0.00854598299126589,0.0435566854988516,0.026154823647407916,0.044620695084314,0.04271194414099335,0.03508967796352586,0.011500239106593453,0.03637736453506719,0.025761616547429547
3.0,-0.013740053690051695,0.0321200714446641,-0.015987420043635438,0.01122345180197649,0.0,5.0,Over,0.026356296047349115,0.04832900726095192,0.0227747375157394,0.04977423071675077,0.030891250442986615,0.04928301247037694,0.013979071346980176,0.026803467335737654,0.0217711852700381,0.03968007604273876
2.0,-0.03664014317347119,0.024707747265126225,0.03042767040562874,-0.02992920480527064,0.0,5.0,Over,0.022599103801547595,0.027700772454448054,0.026158487469853997,0.034695174226153355,0.025522957142262912,0.022998739152842573,0.026174963044077158,0.009370565197965038,0.02757684066859459,0.026458272844613093
2.0,-0.013740053690051695,0.025943134628382537,-0.016915721852620722,0.011971681922108256,0.0,5.0,Over,0.014238458784200098,0.010903495540580618,0.03814768533886349,0.023352521113757067,0.020594166961991078,0.022998739152842573,0.019911498916353253,0.015485771707026636,0.026780552423433055,0.017189077479981458
2.0,-0.013740053690051695,0.025943134628382537,-0.019081759406919717,0.012886185402269303,0.0,5.0,Over,0.01999443148419588,0.007956604853937208,0.028895448223094363,0.05057488858350816,0.020594166961991078,0.019713204988150778,0.015556844636707059,0.037421412965899334,0.020351992431786852,0.0298828885370838
2.0,-0.018320071586735594,0.02841390935489516,0.017328300434391958,-0.016627336002928133,0.0,5.0,Over,0.025750404184191666,0.010314117403251935,0.05280892261462073,0.02815646831430138,0.020594166961991078,0.01642767082345898,0.029094139462563715,0.02029274995793078,0.03706778267259482,0.019081049318648357
2.0,-0.009160035793367797,0.026560828310010692,0.01289308068035116,-0.012054818602122897,0.0,5.0,Over,0.010300161673676667,0.00884067205993023,0.06747015989037797,0.023886293024928656,0.041188333923982155,0.029569807482226165,0.024076820401232223,0.024673793427109233,0.03281787547048027,0.02780025286971403
2.0,-0.018320071586735594,0.026560828310010692,0.016503143270849487,-0.015380285802708523,0.0,5.0,Under,0.022599103801547595,0.009430050197258913,0.026158487469853997,0.024553507913893144,0.025522957142262912,0.019713204988150778,0.026174963044077158,0.026742619509776838,0.02757684066859459,0.024925628990809287
2.0,-0.009160035793367797,0.027178521991638848,0.011861634225923068,-0.01122345180197649,0.0,5.0,Over,0.002120621521051078,0.021983159890022138,0.01024863188208273,0.02452307665981678,0.006864722320663693,0.024431155043941208,0.03527901075829309,0.025236350593062555,0.01707634193485018,0.02636148001450687
2.0,-0.02748010738010339,0.02841390935489516,-0.023723268451846136,0.017043019403001337,0.0,5.0,Under,0.012420783194727744,0.07720853599005734,0.02291707962521277,0.02001644666893463,0.01716180580165923,0.03285534164691796,0.024234597730204914,0.031336630369818146,0.02748631318623908,0.03017621750431898
2.0,-0.03206012527678729,0.02532544094675438,0.02681760781513041,-0.026603737604685013,0.0,5.0,Over,0.06361864563153236,0.021983159890022138,0.014803579385230609,0.02452307665981678,0.030891250442986615,0.024431155043941208,0.0426629897542149,0.025236350593062555,0.03384583136413252,0.02636148001450687
2.0,-0.04580017896683899,0.030884684081407782,0.04125785817712371,-0.041568340007320334,0.0,5.0,Under,0.007270702357889411,0.013555697158559685,0.02775671134730739,0.027622696403129785,0.013729444641327386,0.019713204988150778,0.0029031028530974636,0.019045369525734133,0.01719908293707732,0.023436984482090757
2.0,-0.009160035793367797,0.027178521991638848,-0.0144402503619933,0.00997640160175688,0.0,5.0,Over,0.0642245374946898,0.04214053681900076,0.031884632522035154,0.03162598573691671,0.044620695084314,0.039426409976301556,0.05597939631950978,0.043719162952843366,0.04421744605232545,0.04038406556410319
2.0,-0.04580017896683899,0.03335545880792041,-0.046415090449264174,0.029097838005124232,0.0,5.0,Over,0.003938297110523432,0.003536268823972092,0.022490053296792656,0.02308563515817127,0.02745888928265477,0.026284273317534367,0.011486189549211705,0.030241369502523527,0.01548838021853662,0.030388881005564482
0.0,-0.018320071586735594,0.030884684081407782,0.017534589725277577,-0.016627336002928133,0.0,5.0,Under,0.02423567452629804,0.02976359593509844,0.015372947823124095,0.025087279825064736,0.01716180580165923,0.029569807482226165,0.0241399313328213,0.0316104455866418,0.02819207394904511,0.03082887445641725
3.0,-0.02748010738010339,0.025943134628382537,-0.030943393632842785,0.018705753003294148,0.0,6.0,Under,0.06513337528942598,0.015913209707874416,0.03401976416413572,0.019215788802177242,0.010297083480995539,0.026284273317534367,0.0311768002050032,0.02695558690063968,0.029979489793977767,0.029230231584985528
2.0,-0.018320071586735594,0.025943134628382537,-0.020628929088561856,0.013301868802342506,0.0,6.0,Over,0.0321122687473449,0.0023575125493147282,0.037293632682023264,0.02815646831430138,0.03432361160331846,0.022998739152842573,0.03395368119492251,0.03684335861927162,0.03498885694737272,0.03209018901552852
2.0,-0.02748010738010339,0.027178521991638848,0.02269182199741804,-0.021615536803806575,0.0,6.0,Under,0.022599103801547595,0.007072537647944184,0.026158487469853997,0.024153178980514455,0.025522957142262912,0.045997478305685145,0.026174963044077158,0.014603478230594862,0.02757684066859459,0.02705959722744521
2.0,-0.03206012527678729,0.02964929671815147,0.027849054269558506,-0.028266471204977828,0.0,6.0,Over,0.015147296578936275,0.011492873677909299,0.015657632042070838,0.010408552267846007,0.010297083480995539,0.03285534164691796,0.04414609664655817,0.012078293453221168,0.03405295680539082,0.017174411031619697
