,Away Money Line,Date,Day,Favorite,Favorite_Home,Home Money Line,Loser/tie,Pred_Total,PtsL,PtsW,Spread,TOL,TOW,Time,True_total,Underdog,Underdog_Home,Unnamed: 5,Unnamed: 7,Week,Winner/tie,YdsL,YdsW,Year,year,O/U
13,155.0,11-Sep,Mon,Vikings,1.0,-165.0,Saints,47.5,19,29,-3.0,0,0,7:10PM,48,Saints,0.0,,boxscore,1,Vikings,344,470,2017.0,2017,Over
14,133.0,11-Sep,Mon,Broncos,1.0,-143.0,Chargers,42.0,21,24,-3.0,1,2,10:20PM,45,Chargers,0.0,,boxscore,1,Broncos,249,321,2017.0,2017,Over
0,200.0,14-Sep,Thu,Bengals,1.0,-220.0,Bengals,38.5,9,13,-5.5,1,0,8:25PM,22,Texans,0.0,@,boxscore,2,Texans,295,266,2017.0,2017,Under
1,175.0,17-Sep,Sun,Chiefs,1.0,-190.0,Eagles,46.5,20,27,-4.0,2,0,1:00PM,47,Eagles,0.0,,boxscore,2,Chiefs,406,344,2017.0,2017,Over
2,-280.0,17-Sep,Sun,Cardinals,0.0,255.0,Colts,43.5,13,16,-6.5,1,1,1:00PM,29,Colts,1.0,@,boxscore,2,Cardinals,266,389,2017.0,2017,Under
3,248.0,17-Sep,Sun,Panthers,1.0,-270.0,Bills,43.5,3,9,-6.5,0,0,1:00PM,12,Bills,0.0,,boxscore,2,Panthers,176,255,2017.0,2017,Under
4,-230.0,17-Sep,Sun,Patriots,0.0,210.0,Saints,55.0,20,36,-5.5,0,0,1:00PM,56,Saints,1.0,@,boxscore,2,Patriots,429,555,2017.0,2017,Over
5,320.0,17-Sep,Sun,Steelers,1.0,-355.0,Vikings,43.0,9,26,-8.5,1,0,1:00PM,35,Vikings,0.0,,boxscore,2,Steelers,237,335,2017.0,2017,Under
6,275.0,17-Sep,Sun,Buccaneers,1.0,-305.0,Bears,44.0,7,29,-7.0,4,1,1:00PM,36,Bears,0.0,,boxscore,2,Buccaneers,310,311,2017.0,2017,Under
7,295.0,17-Sep,Sun,Ravens,1.0,-325.0,Browns,39.5,10,24,-7.5,5,2,1:00PM,34,Browns,0.0,,boxscore,2,Ravens,386,337,2017.0,2017,Under
8,-118.0,17-Sep,Sun,Titans,0.0,108.0,Jaguars,41.5,16,37,-1.5,3,1,1:00PM,53,Jaguars,1.0,@,boxscore,2,Titans,310,390,2017.0,2017,Over
9,167.0,17-Sep,Sun,Chargers,1.0,-178.0,Chargers,46.5,17,19,-3.5,0,0,4:05PM,36,Dolphins,0.0,@,boxscore,2,Dolphins,367,336,2017.0,2017,Under
10,700.0,17-Sep,Sun,Raiders,1.0,-900.0,Jets,43.5,20,45,-14.0,2,0,4:05PM,65,Jets,0.0,,boxscore,2,Raiders,271,410,2017.0,2017,Over
11,725.0,17-Sep,Sun,Seahawks,1.0,-925.0,49ers,41.5,9,12,-13.5,1,0,4:25PM,21,49ers,0.0,,boxscore,2,Seahawks,248,312,2017.0,2017,Under
12,-128.0,17-Sep,Sun,Cowboys,0.0,118.0,Cowboys,44.0,17,42,-2.5,2,2,4:25PM,59,Broncos,1.0,,boxscore,2,Broncos,268,380,2017.0,2017,Over
13,140.0,17-Sep,Sun,Rams,1.0,-150.0,Rams,46.5,20,27,-3.0,2,0,4:25PM,47,Redskins,0.0,@,boxscore,2,Redskins,332,385,2017.0,2017,Over
14,158.0,17-Sep,Sun,Falcons,1.0,-168.0,Packers,54.5,23,34,-3.0,2,0,8:30PM,57,Packers,0.0,,boxscore,2,Falcons,367,364,2017.0,2017,Over
15,150.0,18-Sep,Mon,Giants,1.0,-160.0,Giants,42.5,10,24,-3.0,1,1,8:30PM,34,Lions,0.0,@,boxscore,2,Lions,270,257,2017.0,2017,Under
0,-148.0,21-Sep,Thu,Rams,0.0,138.0,49ers,40.5,39,41,-3.0,2,2,8:25PM,80,49ers,1.0,@,boxscore,3,Rams,421,418,2017.0,2017,Over
1,-160.0,24-Sep,Sun,Ravens,0.0,150.0,Ravens,38.0,7,44,-3.0,3,0,9:30AM,51,Jaguars,1.0,,boxscore,3,Jaguars,186,410,2017.0,2017,Over
2,-220.0,24-Sep,Sun,Dolphins,0.0,200.0,Dolphins,43.0,6,20,-5.5,2,1,1:00PM,26,Jets,1.0,,boxscore,3,Jets,225,336,2017.0,2017,Under
3,-105.0,24-Sep,Sun,Browns,0.0,-105.0,Browns,42.0,28,31,-1.0,3,1,1:00PM,59,Colts,1.0,,boxscore,3,Colts,346,335,2017.0,2017,Over
4,700.0,24-Sep,Sun,Patriots,1.0,-900.0,Texans,44.5,33,36,-13.5,2,1,1:00PM,69,Texans,0.0,,boxscore,3,Patriots,417,396,2017.0,2017,Over
5,195.0,24-Sep,Sun,Eagles,1.0,-215.0,Giants,42.0,24,27,-5.0,2,1,1:00PM,51,Giants,0.0,,boxscore,3,Eagles,415,354,2017.0,2017,Over
6,-157.0,24-Sep,Sun,Falcons,0.0,147.0,Lions,50.5,26,30,-3.0,0,3,1:00PM,56,Lions,1.0,@,boxscore,3,Falcons,324,428,2017.0,2017,Over
7,-170.0,24-Sep,Sun,Broncos,0.0,160.0,Broncos,40.0,16,26,-3.5,2,0,1:00PM,42,Bills,1.0,,boxscore,3,Bills,366,272,2017.0,2017,Over
8,-105.0,24-Sep,Sun,Buccaneers,0.0,-105.0,Buccaneers,41.0,17,34,-1.0,3,0,1:00PM,51,Vikings,1.0,,boxscore,3,Vikings,342,494,2017.0,2017,Over
9,-300.0,24-Sep,Sun,Steelers,0.0,270.0,Steelers,43.5,17,23,-7.0,2,2,1:00PM,40,Bears,1.0,,boxscore,3,Bears,282,306,2017.0,2017,Under
10,205.0,24-Sep,Sun,Panthers,1.0,-225.0,Panthers,46.5,13,34,-5.0,3,0,1:00PM,47,Saints,0.0,@,boxscore,3,Saints,288,362,2017.0,2017,Over
11,118.0,24-Sep,Sun,Titans,1.0,-128.0,Seahawks,41.5,27,33,-2.5,0,0,4:05PM,60,Seahawks,0.0,,boxscore,3,Titans,433,420,2017.0,2017,Over
12,300.0,24-Sep,Sun,Packers,1.0,-330.0,Bengals,47.5,24,27,-7.0,1,1,4:25PM,51,Bengals,0.0,,boxscore,3,Packers,301,344,2017.0,2017,Over
13,-145.0,24-Sep,Sun,Chiefs,0.0,135.0,Chargers,47.5,10,24,-3.0,3,0,4:25PM,34,Chargers,1.0,@,boxscore,3,Chiefs,330,311,2017.0,2017,Under
14,-173.0,24-Sep,Sun,Raiders,0.0,163.0,Raiders,53.5,10,27,-3.0,3,2,8:30PM,37,Redskins,1.0,,boxscore,3,Redskins,128,472,2017.0,2017,Under
15,-146.0,25-Sep,Mon,Cowboys,0.0,136.0,Cardinals,46.5,17,28,-3.0,0,0,8:30PM,45,Cardinals,1.0,@,boxscore,3,Cowboys,332,273,2017.0,2017,Under
0,315.0,28-Sep,Thu,Packers,1.0,-345.0,Bears,44.0,14,35,-7.0,4,0,8:25PM,49,Bears,0.0,,boxscore,4,Packers,308,260,2017.0,2017,Over
1,-190.0,1-Oct,Sun,Saints,0.0,175.0,Dolphins,52.0,0,20,-4.0,1,0,9:30AM,20,Dolphins,1.0,@,boxscore,4,Saints,186,347,2017.0,2017,Under
2,410.0,1-Oct,Sun,Patriots,1.0,-460.0,Patriots,48.0,30,33,-9.0,0,2,1:00PM,63,Panthers,0.0,@,boxscore,4,Panthers,373,444,2017.0,2017,Over
3,-170.0,1-Oct,Sun,Bengals,0.0,160.0,Browns,41.5,7,31,-3.5,1,1,1:00PM,38,Browns,1.0,@,boxscore,4,Bengals,215,350,2017.0,2017,Under
4,-140.0,1-Oct,Sun,Titans,0.0,130.0,Titans,43.5,14,57,-2.5,5,1,1:00PM,71,Texans,1.0,,boxscore,4,Texans,195,445,2017.0,2017,Over
5,-190.0,1-Oct,Sun,Jaguars,0.0,175.0,Jaguars,38.5,20,23,-4.0,1,2,1:00PM,43,Jets,1.0,,boxscore,4,Jets,311,471,2017.0,2017,Over
6,215.0,1-Oct,Sun,Cowboys,1.0,-235.0,Cowboys,50.5,30,35,-5.5,2,0,1:00PM,65,Rams,0.0,@,boxscore,4,Rams,440,412,2017.0,2017,Over
7,135.0,1-Oct,Sun,Vikings,1.0,-145.0,Vikings,43.5,7,14,-2.5,3,0,1:00PM,21,Lions,0.0,@,boxscore,4,Lions,284,251,2017.0,2017,Under
8,-185.0,1-Oct,Sun,Steelers,0.0,170.0,Ravens,42.0,9,26,-3.5,3,1,1:00PM,35,Ravens,1.0,@,boxscore,4,Steelers,288,381,2017.0,2017,Under
9,328.0,1-Oct,Sun,Falcons,1.0,-365.0,Falcons,48.0,17,23,-8.0,3,0,1:00PM,40,Bills,0.0,@,boxscore,4,Bills,389,281,2017.0,2017,Under
10,116.0,1-Oct,Sun,Chargers,1.0,-126.0,Chargers,48.0,24,26,-2.0,1,0,4:05PM,50,Eagles,0.0,@,boxscore,4,Eagles,400,454,2017.0,2017,Over
11,235.0,1-Oct,Sun,Cardinals,1.0,-255.0,49ers,43.5,15,18,-6.5,1,1,4:05PM,33,49ers,0.0,,boxscore,4,Cardinals,305,368,2017.0,2017,Under
12,120.0,1-Oct,Sun,Buccaneers,1.0,-130.0,Giants,45.5,23,25,-2.5,0,0,4:05PM,48,Giants,0.0,,boxscore,4,Buccaneers,379,434,2017.0,2017,Over
13,170.0,1-Oct,Sun,Broncos,1.0,-185.0,Raiders,43.5,10,16,-3.5,1,0,4:25PM,26,Raiders,0.0,,boxscore,4,Broncos,254,298,2017.0,2017,Under
14,650.0,1-Oct,Sun,Seahawks,1.0,-825.0,Colts,41.5,18,46,-12.0,2,2,8:30PM,64,Colts,0.0,,boxscore,4,Seahawks,237,477,2017.0,2017,Over
15,260.0,2-Oct,Mon,Chiefs,1.0,-290.0,Redskins,48.0,20,29,-6.5,1,0,8:30PM,49,Redskins,0.0,,boxscore,4,Chiefs,331,429,2017.0,2017,Over
0,-185.0,5-Oct,Thu,Patriots,0.0,170.0,Buccaneers,54.5,14,19,-3.5,0,2,8:25PM,33,Buccaneers,1.0,@,boxscore,5,Patriots,409,402,2017.0,2017,Under
1,104.0,8-Oct,Sun,Titans,0.0,-114.0,Titans,41.5,10,16,-1.0,2,2,1:00PM,26,Dolphins,1.0,,boxscore,5,Dolphins,188,178,2017.0,2017,Under
2,105.0,8-Oct,Sun,49ers,0.0,-115.0,49ers,43.5,23,26,-1.0,0,1,1:00PM,49,Colts,1.0,,boxscore,5,Colts,402,447,2017.0,2017,Over
3,140.0,8-Oct,Sun,Bengals,1.0,-150.0,Bills,39.5,16,20,-3.0,1,3,1:00PM,36,Bills,0.0,,boxscore,5,Bengals,221,388,2017.0,2017,Under
4,-120.0,8-Oct,Sun,Jets,0.0,110.0,Browns,41.5,14,17,-1.5,3,1,1:00PM,31,Browns,1.0,@,boxscore,5,Jets,419,212,2017.0,2017,Under
5,113.0,8-Oct,Sun,Lions,1.0,-123.0,Lions,41.5,24,27,-2.0,1,0,1:00PM,51,Panthers,0.0,@,boxscore,5,Panthers,242,362,2017.0,2017,Over
6,230.0,8-Oct,Sun,Eagles,1.0,-250.0,Cardinals,44.5,7,34,-6.0,1,1,1:00PM,41,Cardinals,0.0,,boxscore,5,Eagles,307,419,2017.0,2017,Under
7,280.0,8-Oct,Sun,Steelers,1.0,-310.0,Steelers,41.0,9,30,-7.0,5,1,1:00PM,39,Jaguars,0.0,@,boxscore,5,Jaguars,371,313,2017.0,2017,Under
8,150.0,8-Oct,Sun,Giants,1.0,-160.0,Giants,45.5,22,27,-3.0,2,1,1:00PM,49,Chargers,0.0,@,boxscore,5,Chargers,335,382,2017.0,2017,Over
9,140.0,8-Oct,Sun,Raiders,1.0,-150.0,Raiders,40.5,17,30,-3.0,1,0,4:05PM,47,Ravens,0.0,@,boxscore,5,Ravens,245,365,2017.0,2017,Over
10,113.0,8-Oct,Sun,Rams,1.0,-123.0,Rams,46.5,10,16,-2.0,5,2,4:05PM,26,Seahawks,0.0,@,boxscore,5,Seahawks,375,241,2017.0,2017,Under
11,123.0,8-Oct,Sun,Cowboys,1.0,-133.0,Cowboys,52.0,31,35,-2.5,3,1,4:25PM,66,Packers,0.0,@,boxscore,5,Packers,408,342,2017.0,2017,Over
12,-120.0,8-Oct,Sun,Chiefs,0.0,110.0,Texans,45.5,34,42,-1.5,1,0,8:30PM,76,Texans,1.0,@,boxscore,5,Chiefs,392,450,2017.0,2017,Over
13,-185.0,9-Oct,Mon,Vikings,0.0,170.0,Bears,41.0,17,20,-3.5,2,0,8:30PM,37,Bears,1.0,@,boxscore,5,Vikings,274,300,2017.0,2017,Under
0,135.0,12-Oct,Thu,Panthers,1.0,-145.0,Panthers,44.0,23,28,-3.0,3,1,8:25PM,51,Eagles,0.0,@,boxscore,6,Eagles,305,310,2017.0,2017,Over
1,680.0,15-Oct,Sun,Falcons,1.0,-870.0,Falcons,46.0,17,20,-14.0,1,1,1:00PM,37,Dolphins,0.0,@,boxscore,6,Dolphins,339,289,2017.0,2017,Under
2,-152.0,15-Oct,Sun,Packers,0.0,142.0,Packers,46.0,10,23,-3.0,3,2,1:00PM,33,Vikings,1.0,,boxscore,6,Vikings,227,351,2017.0,2017,Under
3,-420.0,15-Oct,Sun,Patriots,0.0,375.0,Jets,48.5,17,24,-9.5,3,2,1:00PM,41,Jets,1.0,@,boxscore,6,Patriots,408,375,2017.0,2017,Under
4,310.0,15-Oct,Sun,Texans,1.0,-340.0,Browns,46.0,17,33,-7.0,3,1,1:00PM,50,Browns,0.0,,boxscore,6,Texans,247,340,2017.0,2017,Over
5,190.0,15-Oct,Sun,Ravens,1.0,-210.0,Ravens,39.5,24,27,-5.0,3,2,1:00PM,51,Bears,0.0,@,boxscore,6,Bears,291,342,2017.0,2017,Over
6,210.0,15-Oct,Sun,Saints,1.0,-230.0,Lions,50.5,38,52,-5.5,5,3,1:00PM,90,Lions,0.0,,boxscore,6,Saints,347,379,2017.0,2017,Over
7,475.0,15-Oct,Sun,Redskins,1.0,-560.0,49ers,46.5,24,26,-11.5,1,2,1:00PM,50,49ers,0.0,,boxscore,6,Redskins,335,419,2017.0,2017,Over
8,103.0,15-Oct,Sun,Rams,0.0,-113.0,Jaguars,42.0,17,27,-1.0,1,1,4:05PM,44,Jaguars,1.0,@,boxscore,6,Rams,389,249,2017.0,2017,Over
9,-135.0,15-Oct,Sun,Buccaneers,0.0,125.0,Buccaneers,46.5,33,38,-2.5,2,2,4:05PM,71,Cardinals,1.0,,boxscore,6,Cardinals,412,432,2017.0,2017,Over
10,168.0,15-Oct,Sun,Chiefs,1.0,-180.0,Chiefs,46.0,13,19,-3.5,0,1,4:25PM,32,Steelers,0.0,@,boxscore,6,Steelers,251,439,2017.0,2017,Under
11,145.0,15-Oct,Sun,Raiders,1.0,-155.0,Raiders,48.0,16,17,-3.0,2,1,4:25PM,33,Chargers,0.0,@,boxscore,6,Chargers,274,343,2017.0,2017,Under
12,590.0,15-Oct,Sun,Broncos,1.0,-735.0,Broncos,37.5,10,23,-13.5,3,0,8:30PM,33,Giants,0.0,@,boxscore,6,Giants,412,266,2017.0,2017,Under
13,248.0,16-Oct,Mon,Titans,1.0,-270.0,Colts,46.0,22,36,-6.5,1,1,8:30PM,58,Colts,0.0,,boxscore,6,Titans,297,473,2017.0,2017,Over
0,-145.0,19-Oct,Thu,Chiefs,0.0,135.0,Chiefs,46.5,30,31,-3.0,0,0,8:25PM,61,Raiders,1.0,,boxscore,7,Raiders,425,505,2017.0,2017,Over
1,155.0,22-Oct,Sun,Bills,1.0,-165.0,Buccaneers,46.5,27,30,-3.0,3,1,1:00PM,57,Buccaneers,0.0,,boxscore,7,Bills,447,434,2017.0,2017,Over
2,145.0,22-Oct,Sun,Dolphins,1.0,-155.0,Jets,40.0,28,31,-3.0,2,2,1:00PM,59,Jets,0.0,,boxscore,7,Dolphins,272,357,2017.0,2017,Over
3,210.0,22-Oct,Sun,Vikings,1.0,-230.0,Ravens,37.5,16,24,-5.5,0,1,1:00PM,40,Ravens,0.0,,boxscore,7,Vikings,208,357,2017.0,2017,Over
4,-145.0,22-Oct,Sun,Panthers,0.0,135.0,Panthers,39.5,3,17,-2.5,3,0,1:00PM,20,Bears,1.0,,boxscore,7,Bears,293,153,2017.0,2017,Under
5,150.0,22-Oct,Sun,Rams,1.0,-160.0,Cardinals,45.5,0,33,-3.0,2,1,1:00PM,33,Cardinals,0.0,,boxscore,7,Rams,196,425,2017.0,2017,Under
6,-175.0,22-Oct,Sun,Saints,0.0,165.0,Packers,45.5,17,26,-3.5,1,2,1:00PM,43,Packers,1.0,@,boxscore,7,Saints,260,485,2017.0,2017,Under
7,-150.0,22-Oct,Sun,Jaguars,0.0,140.0,Colts,41.0,0,27,-3.0,0,2,1:00PM,27,Colts,1.0,@,boxscore,7,Jaguars,232,518,2017.0,2017,Under
8,-230.0,22-Oct,Sun,Titans,0.0,210.0,Browns,42.5,9,12,-6.0,3,1,1:00PM,21,Browns,1.0,@,boxscore,7,Titans,284,269,2017.0,2017,Under
9,-260.0,22-Oct,Sun,Cowboys,0.0,240.0,49ers,48.0,10,40,-6.0,3,0,4:05PM,50,49ers,1.0,@,boxscore,7,Cowboys,290,501,2017.0,2017,Over
10,190.0,22-Oct,Sun,Steelers,1.0,-210.0,Bengals,40.0,14,29,-4.5,2,0,4:25PM,43,Bengals,0.0,,boxscore,7,Steelers,179,420,2017.0,2017,Over
11,-107.0,22-Oct,Sun,Broncos,0.0,-103.0,Broncos,41.0,0,21,-1.0,3,0,4:25PM,21,Chargers,1.0,,boxscore,7,Chargers,251,242,2017.0,2017,Under
12,-185.0,22-Oct,Sun,Seahawks,0.0,170.0,Giants,38.5,7,24,-3.5,1,1,4:25PM,31,Giants,1.0,@,boxscore,7,Seahawks,177,425,2017.0,2017,Under
13,130.0,22-Oct,Sun,Patriots,1.0,-140.0,Falcons,56.5,7,23,-2.5,0,0,8:30PM,30,Falcons,0.0,,boxscore,7,Patriots,343,403,2017.0,2017,Under
14,205.0,23-Oct,Mon,Eagles,1.0,-225.0,Redskins,48.5,24,34,-5.5,1,1,8:30PM,58,Redskins,0.0,,boxscore,7,Eagles,344,371,2017.0,2017,Over
0,140.0,26-Oct,Thu,Ravens,1.0,-150.0,Dolphins,38.0,0,40,-3.0,2,0,8:25PM,40,Dolphins,0.0,,boxscore,8,Ravens,196,295,2017.0,2017,Over
1,-525.0,29-Oct,Sun,Vikings,0.0,450.0,Browns,38.5,16,33,-11.0,2,1,9:30AM,49,Browns,1.0,@,boxscore,8,Vikings,276,375,2017.0,2017,Over
2,112.0,29-Oct,Sun,Bills,1.0,-122.0,Raiders,47.5,14,34,-2.0,4,0,1:00PM,48,Raiders,0.0,,boxscore,8,Bills,367,331,2017.0,2017,Over
3,-280.0,29-Oct,Sun,Falcons,0.0,255.0,Jets,44.0,20,25,-6.5,1,2,1:00PM,45,Jets,1.0,@,boxscore,8,Falcons,279,386,2017.0,2017,Over
4,420.0,29-Oct,Sun,Bengals,1.0,-475.0,Colts,44.0,23,24,-10.5,1,2,1:00PM,47,Colts,0.0,,boxscore,8,Bengals,331,276,2017.0,2017,Over
5,320.0,29-Oct,Sun,Saints,1.0,-355.0,Bears,46.0,12,20,-7.5,1,2,1:00PM,32,Bears,0.0,,boxscore,8,Saints,307,387,2017.0,2017,Under
6,108.0,29-Oct,Sun,Panthers,0.0,-118.0,Buccaneers,46.0,3,17,-1.5,3,1,1:00PM,20,Buccaneers,1.0,@,boxscore,8,Panthers,279,254,2017.0,2017,Under
7,600.0,29-Oct,Sun,Eagles,1.0,-750.0,49ers,45.0,10,33,-12.5,2,1,1:00PM,43,49ers,0.0,,boxscore,8,Eagles,238,304,2017.0,2017,Under
8,245.0,29-Oct,Sun,Patriots,1.0,-265.0,Chargers,49.0,13,21,-6.5,1,0,1:00PM,34,Chargers,0.0,,boxscore,8,Patriots,349,414,2017.0,2017,Under
9,240.0,29-Oct,Sun,Seahawks,1.0,-260.0,Texans,45.0,38,41,-6.0,3,1,4:05PM,79,Texans,0.0,,boxscore,8,Seahawks,509,479,2017.0,2017,Over
10,-158.0,29-Oct,Sun,Cowboys,0.0,148.0,Redskins,46.5,19,33,-3.0,3,1,4:25PM,52,Redskins,1.0,@,boxscore,8,Cowboys,285,307,2017.0,2017,Over
11,-165.0,29-Oct,Sun,Steelers,0.0,155.0,Lions,44.5,15,20,-3.0,1,2,8:30PM,35,Lions,1.0,@,boxscore,8,Steelers,482,392,2017.0,2017,Under
12,285.0,30-Oct,Mon,Chiefs,1.0,-315.0,Broncos,42.0,19,29,-7.0,5,2,8:30PM,48,Broncos,0.0,,boxscore,8,Chiefs,364,276,2017.0,2017,Over
0,-170.0,2-Nov,Thu,Bills,0.0,160.0,Bills,42.0,21,34,-3.0,3,0,8:25PM,55,Jets,1.0,,boxscore,9,Jets,307,331,2017.0,2017,Over
1,-150.0,5-Nov,Sun,Falcons,0.0,140.0,Falcons,42.0,17,20,-3.0,1,2,1:00PM,37,Panthers,1.0,,boxscore,9,Panthers,355,330,2017.0,2017,Under
2,215.0,5-Nov,Sun,Jaguars,1.0,-235.0,Bengals,38.0,7,23,-6.0,0,1,1:00PM,30,Bengals,0.0,,boxscore,9,Jaguars,148,408,2017.0,2017,Under
3,265.0,5-Nov,Sun,Eagles,1.0,-295.0,Broncos,41.0,23,51,-7.0,2,1,1:00PM,74,Broncos,0.0,,boxscore,9,Eagles,226,419,2017.0,2017,Over
4,-245.0,5-Nov,Sun,Rams,0.0,225.0,Giants,42.5,17,51,-6.0,3,0,1:00PM,68,Giants,1.0,@,boxscore,9,Rams,319,473,2017.0,2017,Over
5,150.0,5-Nov,Sun,Titans,1.0,-160.0,Ravens,41.0,20,23,-3.0,2,1,1:00PM,43,Ravens,0.0,,boxscore,9,Titans,341,257,2017.0,2017,Over
6,270.0,5-Nov,Sun,Saints,1.0,-300.0,Buccaneers,54.5,10,30,-6.5,1,2,1:00PM,40,Buccaneers,0.0,,boxscore,9,Saints,200,407,2017.0,2017,Under
7,225.0,5-Nov,Sun,Texans,1.0,-245.0,Texans,45.0,14,20,-6.0,1,1,1:00PM,34,Colts,0.0,@,boxscore,9,Colts,288,371,2017.0,2017,Under
8,335.0,5-Nov,Sun,Seahawks,1.0,-375.0,Seahawks,44.0,14,17,-8.0,2,1,4:05PM,31,Redskins,0.0,@,boxscore,9,Redskins,437,244,2017.0,2017,Under
9,-128.0,5-Nov,Sun,Cardinals,0.0,118.0,49ers,39.5,10,20,-2.5,2,2,4:05PM,30,49ers,1.0,@,boxscore,9,Cardinals,329,368,2017.0,2017,Under
10,120.0,5-Nov,Sun,Cowboys,1.0,-130.0,Chiefs,53.0,17,28,-2.5,1,0,4:25PM,45,Chiefs,0.0,,boxscore,9,Cowboys,323,375,2017.0,2017,Under
11,-160.0,5-Nov,Sun,Raiders,0.0,150.0,Dolphins,44.5,24,27,-3.0,1,2,8:30PM,51,Dolphins,1.0,@,boxscore,9,Raiders,395,379,2017.0,2017,Over
12,-130.0,6-Nov,Mon,Lions,0.0,120.0,Packers,43.0,17,30,-2.5,0,1,8:30PM,47,Packers,1.0,@,boxscore,9,Lions,311,417,2017.0,2017,Over
0,-245.0,9-Nov,Thu,Seahawks,0.0,225.0,Cardinals,40.0,16,22,-6.0,1,0,8:25PM,38,Cardinals,1.0,@,boxscore,10,Seahawks,290,287,2017.0,2017,Under
1,-123.0,12-Nov,Sun,Saints,0.0,113.0,Bills,48.5,10,47,-2.0,1,1,1:00PM,57,Bills,1.0,@,boxscore,10,Saints,198,482,2017.0,2017,Over
2,185.0,12-Nov,Sun,Bears,1.0,-200.0,Bears,37.5,16,23,-4.5,1,0,1:00PM,39,Packers,0.0,@,boxscore,10,Packers,323,342,2017.0,2017,Over
3,195.0,12-Nov,Sun,Jaguars,1.0,-215.0,Chargers,41.0,17,20,-5.0,2,2,1:00PM,37,Chargers,0.0,,boxscore,10,Jaguars,322,398,2017.0,2017,Under
4,-105.0,12-Nov,Sun,Vikings,0.0,-105.0,Redskins,42.5,30,38,-1.0,1,2,1:00PM,68,Redskins,1.0,@,boxscore,10,Vikings,394,406,2017.0,2017,Over
5,423.0,12-Nov,Sun,Lions,1.0,-480.0,Browns,42.5,24,38,-10.0,2,1,1:00PM,62,Browns,0.0,,boxscore,10,Lions,413,345,2017.0,2017,Over
6,190.0,12-Nov,Sun,Titans,1.0,-210.0,Bengals,40.5,20,24,-4.5,2,2,1:00PM,44,Bengals,0.0,,boxscore,10,Titans,308,416,2017.0,2017,Over
7,-485.0,12-Nov,Sun,Steelers,0.0,425.0,Colts,47.0,17,20,-10.5,1,1,1:00PM,37,Colts,1.0,@,boxscore,10,Steelers,267,316,2017.0,2017,Under
8,110.0,12-Nov,Sun,Jets,0.0,-120.0,Jets,44.5,10,15,-1.5,2,1,1:00PM,25,Buccaneers,1.0,,boxscore,10,Buccaneers,275,271,2017.0,2017,Under
9,525.0,12-Nov,Sun,Rams,1.0,-635.0,Texans,44.5,7,33,-12.5,4,0,4:05PM,40,Texans,0.0,,boxscore,10,Rams,283,443,2017.0,2017,Under
10,170.0,12-Nov,Sun,Falcons,1.0,-185.0,Cowboys,48.5,7,27,-3.5,2,1,4:25PM,34,Cowboys,0.0,,boxscore,10,Falcons,233,336,2017.0,2017,Under
11,-155.0,12-Nov,Sun,Giants,0.0,145.0,Giants,41.5,21,31,-3.0,1,2,4:25PM,52,49ers,1.0,,boxscore,10,49ers,374,474,2017.0,2017,Over
12,-295.0,12-Nov,Sun,Patriots,0.0,265.0,Broncos,44.5,16,41,-7.0,2,0,8:30PM,57,Broncos,1.0,@,boxscore,10,Patriots,339,396,2017.0,2017,Over
13,330.0,13-Nov,Mon,Panthers,1.0,-370.0,Dolphins,38.5,21,45,-8.0,1,0,8:30PM,66,Dolphins,0.0,,boxscore,10,Panthers,313,548,2017.0,2017,Over
0,275.0,16-Nov,Thu,Steelers,1.0,-305.0,Titans,44.5,17,40,-7.0,4,0,8:25PM,57,Titans,0.0,,boxscore,11,Steelers,316,349,2017.0,2017,Over
1,335.0,19-Nov,Sun,Saints,1.0,-375.0,Redskins,53.0,31,34,-9.5,0,1,1:00PM,65,Redskins,0.0,,boxscore,11,Saints,456,535,2017.0,2017,Over
2,119.0,19-Nov,Sun,Texans,1.0,-129.0,Cardinals,38.5,21,31,-2.5,2,2,1:00PM,52,Cardinals,0.0,,boxscore,11,Texans,292,357,2017.0,2017,Over
3,-115.0,19-Nov,Sun,Buccaneers,0.0,105.0,Dolphins,43.5,20,30,-1.0,5,0,1:00PM,50,Dolphins,1.0,@,boxscore,11,Buccaneers,448,321,2017.0,2017,Over
4,-160.0,19-Nov,Sun,Lions,0.0,150.0,Bears,41.0,24,27,-3.0,1,1,1:00PM,51,Bears,1.0,@,boxscore,11,Lions,398,352,2017.0,2017,Over
5,110.0,19-Nov,Sun,Rams,0.0,-120.0,Rams,46.0,7,24,-1.5,1,0,1:00PM,31,Vikings,1.0,,boxscore,11,Vikings,254,451,2017.0,2017,Under
6,-129.0,19-Nov,Sun,Ravens,0.0,119.0,Packers,38.5,0,23,-2.5,5,1,1:00PM,23,Packers,1.0,@,boxscore,11,Ravens,265,219,2017.0,2017,Under
7,-420.0,19-Nov,Sun,Chiefs,0.0,375.0,Chiefs,44.5,9,12,-9.5,3,1,1:00PM,21,Giants,1.0,,boxscore,11,Giants,363,317,2017.0,2017,Under
8,-315.0,19-Nov,Sun,Jaguars,0.0,285.0,Browns,37.0,7,19,-7.0,5,1,1:00PM,26,Browns,1.0,@,boxscore,11,Jaguars,184,284,2017.0,2017,Under
9,270.0,19-Nov,Sun,Chargers,1.0,-300.0,Bills,41.5,24,54,-7.0,6,0,4:05PM,78,Bills,0.0,,boxscore,11,Chargers,393,429,2017.0,2017,Over
