,Away Money Line,Date,Day,Favorite,Favorite_Home,Home Money Line,Loser/tie,Pred_Total,PtsL,PtsW,Spread,TOL,TOW,Time,True_total,Underdog,Underdog_Home,Unnamed: 5,Unnamed: 7,Week,Winner/tie,YdsL,YdsW,Year,year,O/U
0,85.59151518,3-Jan,Sun,Lions,0.0,-150.6715843,Bears,45.0,20,24,-2.5,3,0,1:02PM,44,Bears,1.0,@,boxscore,17,Lions,345,349,2015.0,2015,Under
1,87.08768261,3-Jan,Sun,Colts,1.0,-151.5783275,Titans,39.0,24,30,-5.0,1,1,1:02PM,54,Titans,0.0,,boxscore,17,Colts,231,327,2015.0,2015,Over
2,84.35851407,3-Jan,Sun,Bengals,1.0,-148.16069309999997,Ravens,40.5,16,24,-10.0,2,0,1:02PM,40,Ravens,0.0,,boxscore,17,Bengals,341,292,2015.0,2015,Under
3,84.82833697,3-Jan,Sun,Falcons,1.0,-148.3895087,Falcons,53.5,17,20,-6.0,2,1,1:02PM,37,Saints,0.0,@,boxscore,17,Saints,414,390,2015.0,2015,Under
4,85.02412753,3-Jan,Sun,Patriots,0.0,-150.1663334,Patriots,46.5,10,20,-10.0,0,0,1:02PM,30,Dolphins,1.0,,boxscore,17,Dolphins,196,438,2015.0,2015,Under
5,85.397697,3-Jan,Sun,Texans,1.0,-149.6741143,Jaguars,45.0,6,30,-5.5,4,1,1:02PM,36,Jaguars,0.0,,boxscore,17,Texans,215,402,2015.0,2015,Under
6,85.91075478,3-Jan,Sun,Steelers,0.0,-149.98669740000003,Browns,47.0,12,28,-13.0,4,3,1:02PM,40,Browns,1.0,@,boxscore,17,Steelers,263,379,2015.0,2015,Under
7,83.62646215,3-Jan,Sun,Jets,0.0,-148.4882817,Jets,41.0,17,22,-3.0,3,1,1:02PM,39,Bills,1.0,,boxscore,17,Bills,300,295,2015.0,2015,Under
8,86.85073062,3-Jan,Sun,Cowboys,1.0,-151.6194421,Cowboys,41.0,23,34,-3.0,4,0,1:03PM,57,Redskins,0.0,@,boxscore,17,Redskins,512,437,2015.0,2015,Over
9,86.67479769,3-Jan,Sun,Giants,1.0,-151.72331359999998,Giants,51.0,30,35,-3.5,1,2,1:03PM,65,Eagles,0.0,@,boxscore,17,Eagles,502,435,2015.0,2015,Over
10,87.85782851,3-Jan,Sun,Broncos,1.0,-153.0004504,Chargers,42.0,20,27,-10.0,1,5,4:25PM,47,Chargers,0.0,,boxscore,17,Broncos,317,503,2015.0,2015,Over
11,92.09620206,3-Jan,Sun,Rams,0.0,-157.3339716,Rams,38.5,16,19,-3.0,0,1,4:25PM,35,49ers,1.0,,boxscore,17,49ers,364,458,2015.0,2015,Under
12,88.36802833,3-Jan,Sun,Panthers,1.0,-153.292373,Buccaneers,44.5,10,38,-10.0,3,2,4:25PM,48,Buccaneers,0.0,,boxscore,17,Panthers,386,366,2015.0,2015,Over
13,90.28193994,3-Jan,Sun,Cardinals,1.0,-155.3629532,Cardinals,47.0,6,36,-6.0,3,0,4:25PM,42,Seahawks,0.0,@,boxscore,17,Seahawks,232,354,2015.0,2015,Under
14,91.85930332,3-Jan,Sun,Chiefs,1.0,-157.37980890000003,Raiders,43.5,17,23,-6.5,1,2,4:26PM,40,Raiders,0.0,,boxscore,17,Chiefs,205,339,2015.0,2015,Under
15,93.99592397,3-Jan,Sun,Packers,1.0,-159.61343280000003,Packers,44.0,13,20,-3.0,2,2,8:30PM,33,Vikings,0.0,@,boxscore,17,Vikings,350,242,2015.0,2015,Under
0,-165.0,8-Sep,Thu,Panthers,0.0,145.0,Panthers,41.0,20,21,-3.0,1,3,8:40PM,41,Broncos,1.0,,boxscore,1,Broncos,333,307,2016.0,2016,Over
1,-210.0,11-Sep,Sun,Packers,0.0,175.0,Jaguars,48.0,23,27,-6.0,1,0,1:04PM,50,Jaguars,1.0,@,boxscore,1,Packers,348,294,2016.0,2016,Over
2,130.0,11-Sep,Sun,Ravens,1.0,-150.0,Bills,45.0,7,13,-3.0,0,1,1:04PM,20,Bills,0.0,,boxscore,1,Ravens,160,308,2016.0,2016,Under
3,240.0,11-Sep,Sun,Chiefs,1.0,-280.0,Chargers,46.0,27,33,-7.0,0,1,1:05PM,60,Chargers,0.0,,boxscore,1,Chiefs,388,413,2016.0,2016,Over
4,115.0,11-Sep,Sun,Falcons,1.0,-135.0,Falcons,47.0,24,31,-3.0,0,1,1:05PM,55,Buccaneers,0.0,@,boxscore,1,Buccaneers,374,371,2016.0,2016,Over
5,-145.0,11-Sep,Sun,Vikings,0.0,125.0,Titans,40.5,16,25,-3.0,3,0,1:05PM,41,Titans,1.0,@,boxscore,1,Vikings,316,301,2016.0,2016,Over
6,130.0,11-Sep,Sun,Saints,1.0,-150.0,Saints,51.0,34,35,-3.0,1,0,1:05PM,69,Raiders,0.0,@,boxscore,1,Raiders,507,486,2016.0,2016,Over
7,-115.0,11-Sep,Sun,Bengals,0.0,-105.0,Jets,42.0,22,23,-3.0,1,1,1:05PM,45,Jets,1.0,@,boxscore,1,Bengals,340,381,2016.0,2016,Over
8,165.0,11-Sep,Sun,Eagles,1.0,-190.0,Browns,41.5,10,29,-4.0,1,0,1:05PM,39,Browns,0.0,,boxscore,1,Eagles,288,403,2016.0,2016,Under
9,220.0,11-Sep,Sun,Texans,1.0,-260.0,Bears,42.5,14,23,-6.0,1,1,1:05PM,37,Bears,0.0,,boxscore,1,Texans,258,344,2016.0,2016,Under
10,375.0,11-Sep,Sun,Seahawks,1.0,-500.0,Dolphins,43.5,10,12,-10.5,0,2,4:08PM,22,Dolphins,0.0,,boxscore,1,Seahawks,214,352,2016.0,2016,Under
11,-120.0,11-Sep,Sun,Giants,0.0,100.0,Cowboys,48.0,19,20,-1.5,0,1,4:27PM,39,Cowboys,1.0,@,boxscore,1,Giants,328,316,2016.0,2016,Under
12,130.0,11-Sep,Sun,Colts,1.0,-150.0,Colts,51.5,35,39,-3.0,0,0,4:27PM,74,Lions,0.0,@,boxscore,1,Lions,450,448,2016.0,2016,Over
13,300.0,11-Sep,Sun,Cardinals,1.0,-400.0,Cardinals,45.0,21,23,-9.0,0,2,8:30PM,44,Patriots,0.0,@,boxscore,1,Patriots,344,363,2016.0,2016,Under
14,-155.0,12-Sep,Mon,Steelers,0.0,135.0,Redskins,50.0,16,38,-3.0,2,1,7:11PM,54,Redskins,1.0,@,boxscore,1,Steelers,384,437,2016.0,2016,Over
15,-145.0,12-Sep,Mon,Rams,0.0,125.0,Rams,42.5,0,28,-3.0,2,1,10:20PM,28,49ers,1.0,,boxscore,1,49ers,185,320,2016.0,2016,Under
0,-105.0,15-Sep,Thu,Bills,1.0,-115.0,Bills,40.5,31,37,-1.0,1,1,8:26PM,68,Jets,0.0,@,boxscore,2,Jets,393,493,2016.0,2016,Over
1,200.0,18-Sep,Sun,Patriots,1.0,-250.0,Dolphins,42.5,24,31,-5.5,4,1,1:02PM,55,Dolphins,0.0,,boxscore,2,Patriots,457,463,2016.0,2016,Over
2,210.0,18-Sep,Sun,Lions,1.0,-270.0,Lions,48.0,15,16,-6.0,1,1,1:02PM,31,Titans,0.0,@,boxscore,2,Titans,375,363,2016.0,2016,Under
3,145.0,18-Sep,Sun,Steelers,1.0,-165.0,Bengals,48.5,16,24,-3.0,2,2,1:02PM,40,Bengals,0.0,,boxscore,2,Steelers,412,374,2016.0,2016,Under
4,-222.0,18-Sep,Sun,Ravens,0.0,180.0,Browns,42.0,20,25,-4.5,2,2,1:02PM,45,Browns,1.0,@,boxscore,2,Ravens,387,382,2016.0,2016,Over
5,-105.0,18-Sep,Sun,Texans,1.0,-115.0,Chiefs,42.0,12,19,-1.0,3,2,1:02PM,31,Chiefs,0.0,,boxscore,2,Texans,291,351,2016.0,2016,Under
6,450.0,18-Sep,Sun,Panthers,1.0,-625.0,49ers,44.5,27,46,-12.0,3,4,1:03PM,73,49ers,0.0,,boxscore,2,Panthers,302,529,2016.0,2016,Over
7,160.0,18-Sep,Sun,Redskins,1.0,-180.0,Redskins,47.0,23,27,-3.5,1,1,1:03PM,50,Cowboys,0.0,@,boxscore,2,Cowboys,432,380,2016.0,2016,Over
8,155.0,18-Sep,Sun,Giants,1.0,-185.0,Saints,54.0,13,16,-3.5,0,3,1:03PM,29,Saints,0.0,,boxscore,2,Giants,288,417,2016.0,2016,Under
9,265.0,18-Sep,Sun,Cardinals,1.0,-330.0,Buccaneers,49.5,7,40,-7.0,5,0,1:05PM,47,Buccaneers,0.0,,boxscore,2,Cardinals,306,416,2016.0,2016,Under
10,-250.0,18-Sep,Sun,Seahawks,0.0,200.0,Seahawks,38.0,3,9,-5.5,1,0,4:08PM,12,Rams,1.0,,boxscore,2,Rams,306,283,2016.0,2016,Under
11,130.0,18-Sep,Sun,Chargers,1.0,-150.0,Jaguars,47.5,14,38,-3.0,3,1,4:25PM,52,Jaguars,0.0,,boxscore,2,Chargers,388,357,2016.0,2016,Over
12,170.0,18-Sep,Sun,Raiders,1.0,-200.0,Raiders,47.5,28,35,-4.0,0,1,4:25PM,63,Falcons,0.0,@,boxscore,2,Falcons,454,528,2016.0,2016,Over
13,230.0,18-Sep,Sun,Broncos,1.0,-280.0,Colts,47.0,20,34,-6.5,2,1,4:25PM,54,Colts,0.0,,boxscore,2,Broncos,253,400,2016.0,2016,Over
14,-126.0,18-Sep,Sun,Packers,0.0,106.0,Packers,42.5,14,17,-1.5,3,1,8:32PM,31,Vikings,1.0,,boxscore,2,Vikings,263,284,2016.0,2016,Under
15,140.0,19-Sep,Mon,Bears,1.0,-160.0,Bears,43.0,14,29,-3.0,3,0,8:30PM,43,Eagles,0.0,@,boxscore,2,Eagles,284,280,2016.0,2016,Over
0,-105.0,22-Sep,Thu,Patriots,1.0,-115.0,Texans,39.5,0,27,-1.0,3,0,8:26PM,27,Texans,0.0,,boxscore,3,Patriots,284,282,2016.0,2016,Under
1,-215.0,25-Sep,Sun,Cardinals,0.0,185.0,Cardinals,48.0,18,33,-4.5,5,1,1:02PM,51,Bills,1.0,,boxscore,3,Bills,348,297,2016.0,2016,Over
2,333.0,25-Sep,Sun,Dolphins,1.0,-450.0,Browns,42.0,24,30,-10.0,1,3,1:02PM,54,Browns,0.0,,boxscore,3,Dolphins,430,426,2016.0,2016,Over
3,-125.0,25-Sep,Sun,Raiders,0.0,105.0,Titans,47.0,10,17,-2.0,3,1,1:02PM,27,Titans,1.0,@,boxscore,3,Raiders,393,368,2016.0,2016,Under
4,-135.0,25-Sep,Sun,Ravens,0.0,115.0,Jaguars,45.0,17,19,-2.5,3,3,1:02PM,36,Jaguars,1.0,@,boxscore,3,Ravens,216,283,2016.0,2016,Under
5,220.0,25-Sep,Sun,Panthers,1.0,-270.0,Panthers,43.0,10,22,-6.0,3,0,1:02PM,32,Vikings,0.0,@,boxscore,3,Vikings,306,211,2016.0,2016,Under
6,213.0,25-Sep,Sun,Packers,1.0,-275.0,Lions,47.5,27,34,-6.0,1,0,1:02PM,61,Lions,0.0,,boxscore,3,Packers,418,324,2016.0,2016,Over
7,160.0,25-Sep,Sun,Giants,1.0,-180.0,Giants,47.0,27,29,-3.5,3,1,1:02PM,56,Redskins,0.0,@,boxscore,3,Redskins,457,403,2016.0,2016,Over
8,155.0,25-Sep,Sun,Bengals,1.0,-185.0,Bengals,41.5,17,29,-3.5,2,1,1:02PM,46,Broncos,0.0,@,boxscore,3,Broncos,332,355,2016.0,2016,Over
9,375.0,25-Sep,Sun,Seahawks,1.0,-450.0,49ers,42.0,18,37,-10.0,1,2,4:05PM,55,49ers,0.0,,boxscore,3,Seahawks,254,418,2016.0,2016,Over
10,159.0,25-Sep,Sun,Buccaneers,1.0,-179.0,Buccaneers,40.5,32,37,-3.5,2,2,4:05PM,69,Rams,0.0,@,boxscore,3,Rams,472,320,2016.0,2016,Over
11,-200.0,25-Sep,Sun,Steelers,0.0,170.0,Steelers,46.5,3,34,-4.0,2,0,4:25PM,37,Eagles,1.0,,boxscore,3,Eagles,251,426,2016.0,2016,Under
12,105.0,25-Sep,Sun,Colts,1.0,-125.0,Chargers,51.0,22,26,-1.5,3,2,4:25PM,48,Chargers,0.0,,boxscore,3,Colts,352,410,2016.0,2016,Under
13,135.0,25-Sep,Sun,Chiefs,1.0,-165.0,Jets,44.0,3,24,-3.0,8,1,4:26PM,27,Jets,0.0,,boxscore,3,Chiefs,305,293,2016.0,2016,Under
14,215.0,25-Sep,Sun,Cowboys,1.0,-265.0,Bears,45.0,17,31,-6.5,2,1,8:31PM,48,Bears,0.0,,boxscore,3,Cowboys,390,447,2016.0,2016,Over
15,131.0,26-Sep,Mon,Saints,1.0,-151.0,Saints,54.0,32,45,-3.0,2,0,8:30PM,77,Falcons,0.0,@,boxscore,3,Falcons,474,442,2016.0,2016,Over
0,300.0,29-Sep,Thu,Bengals,1.0,-380.0,Dolphins,46.0,7,22,-7.5,2,0,8:26PM,29,Dolphins,0.0,,boxscore,4,Bengals,222,362,2016.0,2016,Under
1,-125.0,2-Oct,Sun,Colts,0.0,100.0,Colts,48.0,27,30,-1.5,1,0,9:35AM,57,Jaguars,1.0,,boxscore,4,Jaguars,284,331,2016.0,2016,Over
2,-180.0,2-Oct,Sun,Lions,0.0,157.0,Lions,48.0,14,17,-3.5,2,0,1:00PM,31,Bears,1.0,,boxscore,4,Bears,263,408,2016.0,2016,Under
3,160.0,2-Oct,Sun,Ravens,1.0,-175.0,Ravens,45.0,27,28,-3.5,1,1,1:02PM,55,Raiders,0.0,@,boxscore,4,Raiders,412,261,2016.0,2016,Over
4,165.0,2-Oct,Sun,Patriots,1.0,-200.0,Patriots,41.0,0,16,-3.5,1,0,1:02PM,16,Bills,0.0,@,boxscore,4,Bills,277,378,2016.0,2016,Under
5,170.0,2-Oct,Sun,Texans,1.0,-200.0,Titans,40.0,20,27,-4.0,1,2,1:02PM,47,Titans,0.0,,boxscore,4,Texans,320,359,2016.0,2016,Over
6,-115.0,2-Oct,Sun,Seahawks,0.0,-105.0,Jets,40.0,17,27,-1.0,3,0,1:03PM,44,Jets,1.0,@,boxscore,4,Seahawks,305,354,2016.0,2016,Over
7,-162.0,2-Oct,Sun,Panthers,0.0,135.0,Panthers,48.5,33,48,-3.0,2,1,1:04PM,81,Falcons,1.0,,boxscore,4,Falcons,378,571,2016.0,2016,Over
8,275.0,2-Oct,Sun,Redskins,1.0,-350.0,Browns,47.5,20,31,-7.5,3,1,1:05PM,51,Browns,0.0,,boxscore,4,Redskins,380,301,2016.0,2016,Over
9,-180.0,2-Oct,Sun,Broncos,0.0,150.0,Buccaneers,43.0,7,27,-3.5,3,0,4:05PM,34,Buccaneers,1.0,@,boxscore,4,Broncos,215,307,2016.0,2016,Under
10,370.0,2-Oct,Sun,Cardinals,1.0,-440.0,Cardinals,43.5,13,17,-9.5,5,1,4:25PM,30,Rams,0.0,@,boxscore,4,Rams,420,288,2016.0,2016,Under
11,-125.0,2-Oct,Sun,Cowboys,0.0,105.0,49ers,44.5,17,24,-1.5,1,0,4:25PM,41,49ers,1.0,@,boxscore,4,Cowboys,295,428,2016.0,2016,Under
12,166.0,2-Oct,Sun,Chargers,1.0,-185.0,Chargers,54.0,34,35,-3.5,3,2,4:25PM,69,Saints,0.0,@,boxscore,4,Saints,346,275,2016.0,2016,Over
13,150.0,2-Oct,Sun,Steelers,1.0,-180.0,Chiefs,48.5,14,43,-3.5,2,0,8:30PM,57,Chiefs,0.0,,boxscore,4,Steelers,357,436,2016.0,2016,Over
14,155.0,3-Oct,Mon,Vikings,1.0,-175.0,Giants,42.5,10,24,-3.5,2,0,8:35PM,34,Giants,0.0,,boxscore,4,Vikings,339,366,2016.0,2016,Under
0,-189.0,6-Oct,Thu,Cardinals,0.0,170.0,49ers,42.5,21,33,-3.5,3,0,8:27PM,54,49ers,1.0,@,boxscore,5,Cardinals,286,288,2016.0,2016,Over
1,160.0,9-Oct,Sun,Colts,1.0,-200.0,Bears,47.5,23,29,-3.5,1,0,1:02PM,52,Bears,0.0,,boxscore,5,Colts,522,396,2016.0,2016,Over
2,-196.0,9-Oct,Sun,Eagles,0.0,160.0,Eagles,46.0,23,24,-3.5,2,1,1:02PM,47,Lions,1.0,,boxscore,5,Lions,346,244,2016.0,2016,Over
3,300.0,9-Oct,Sun,Steelers,1.0,-400.0,Jets,50.0,13,31,-9.0,0,1,1:02PM,44,Jets,0.0,,boxscore,5,Steelers,316,436,2016.0,2016,Under
4,120.0,9-Oct,Sun,Dolphins,1.0,-140.0,Dolphins,44.0,17,30,-2.5,2,0,1:02PM,47,Titans,0.0,@,boxscore,5,Titans,200,398,2016.0,2016,Over
5,-600.0,9-Oct,Sun,Patriots,0.0,400.0,Browns,48.0,13,33,-10.0,1,0,1:02PM,46,Browns,1.0,@,boxscore,5,Patriots,262,501,2016.0,2016,Under
6,165.0,9-Oct,Sun,Ravens,1.0,-200.0,Ravens,44.0,10,16,-3.5,1,2,1:03PM,26,Redskins,0.0,@,boxscore,5,Redskins,306,310,2016.0,2016,Under
7,220.0,9-Oct,Sun,Vikings,1.0,-270.0,Texans,38.5,13,31,-6.0,1,0,1:05PM,44,Texans,0.0,,boxscore,5,Vikings,214,351,2016.0,2016,Over
8,165.0,9-Oct,Sun,Broncos,1.0,-200.0,Broncos,44.5,16,23,-4.0,1,1,4:05PM,39,Falcons,0.0,@,boxscore,5,Falcons,267,372,2016.0,2016,Under
9,163.0,9-Oct,Sun,Raiders,1.0,-200.0,Chargers,50.5,31,34,-3.5,4,1,4:25PM,65,Chargers,0.0,,boxscore,5,Raiders,423,389,2016.0,2016,Over
10,-140.0,9-Oct,Sun,Bengals,0.0,120.0,Bengals,45.5,14,28,-2.5,0,1,4:25PM,42,Cowboys,1.0,,boxscore,5,Cowboys,345,402,2016.0,2016,Under
11,-137.0,9-Oct,Sun,Bills,0.0,115.0,Rams,41.5,19,30,-2.5,3,0,4:25PM,49,Rams,1.0,@,boxscore,5,Bills,345,305,2016.0,2016,Over
12,255.0,9-Oct,Sun,Packers,1.0,-310.0,Giants,48.5,16,23,-7.0,1,2,8:30PM,39,Giants,0.0,,boxscore,5,Packers,221,406,2016.0,2016,Under
13,200.0,10-Oct,Mon,Panthers,1.0,-250.0,Panthers,46.5,14,17,-5.5,4,0,8:04PM,31,Buccaneers,0.0,@,boxscore,5,Buccaneers,414,315,2016.0,2016,Under
0,-160.0,13-Oct,Thu,Broncos,0.0,140.0,Broncos,44.5,13,21,-3.0,2,2,8:25PM,34,Chargers,1.0,,boxscore,6,Chargers,304,265,2016.0,2016,Under
1,260.0,16-Oct,Sun,Titans,1.0,-320.0,Browns,44.5,26,28,-7.5,0,1,1:02PM,54,Browns,0.0,,boxscore,6,Titans,341,407,2016.0,2016,Over
2,165.0,16-Oct,Sun,Giants,1.0,-200.0,Ravens,42.5,23,27,-3.5,0,3,1:02PM,50,Ravens,0.0,,boxscore,6,Giants,391,435,2016.0,2016,Over
3,115.0,16-Oct,Sun,Bears,1.0,-135.0,Bears,46.5,16,17,-2.5,0,2,1:02PM,33,Jaguars,0.0,@,boxscore,6,Jaguars,389,317,2016.0,2016,Under
4,125.0,16-Oct,Sun,Lions,1.0,-145.0,Rams,44.5,28,31,-2.5,1,0,1:02PM,59,Rams,0.0,,boxscore,6,Lions,387,348,2016.0,2016,Over
5,-351.0,16-Oct,Sun,Steelers,0.0,275.0,Steelers,49.5,15,30,-7.5,2,0,1:02PM,45,Dolphins,1.0,,boxscore,6,Dolphins,297,474,2016.0,2016,Under
6,280.0,16-Oct,Sun,Patriots,1.0,-350.0,Bengals,48.0,17,35,-7.5,0,0,1:02PM,52,Bengals,0.0,,boxscore,6,Patriots,357,437,2016.0,2016,Over
7,280.0,16-Oct,Sun,Bills,1.0,-345.0,49ers,44.5,16,45,-7.5,1,2,1:02PM,61,49ers,0.0,,boxscore,6,Bills,300,492,2016.0,2016,Over
8,-155.0,16-Oct,Sun,Eagles,0.0,135.0,Eagles,45.0,20,27,-3.0,0,1,1:03PM,47,Redskins,1.0,,boxscore,6,Redskins,239,493,2016.0,2016,Over
9,-145.0,16-Oct,Sun,Panthers,0.0,125.0,Panthers,53.5,38,41,-2.5,2,1,1:03PM,79,Saints,1.0,,boxscore,6,Saints,406,523,2016.0,2016,Over
10,-130.0,16-Oct,Sun,Chiefs,0.0,105.0,Raiders,46.5,10,26,-2.0,2,0,4:05PM,36,Raiders,1.0,@,boxscore,6,Chiefs,285,406,2016.0,2016,Under
11,190.0,16-Oct,Sun,Packers,1.0,-240.0,Packers,47.5,16,30,-5.5,4,2,4:25PM,46,Cowboys,0.0,@,boxscore,6,Cowboys,372,424,2016.0,2016,Under
12,250.0,16-Oct,Sun,Seahawks,1.0,-300.0,Falcons,45.5,24,26,-6.5,2,0,4:26PM,50,Falcons,0.0,,boxscore,6,Seahawks,362,333,2016.0,2016,Over
13,145.0,16-Oct,Sun,Texans,1.0,-165.0,Colts,48.0,23,26,-3.0,1,1,8:32PM,49,Colts,0.0,,boxscore,6,Texans,392,414,2016.0,2016,Over
14,280.0,17-Oct,Mon,Cardinals,1.0,-335.0,Jets,45.5,3,28,-7.0,2,0,8:30PM,31,Jets,0.0,,boxscore,6,Cardinals,230,396,2016.0,2016,Under
0,280.0,20-Oct,Thu,Packers,1.0,-350.0,Bears,46.5,10,26,-7.5,2,1,8:26PM,36,Bears,0.0,,boxscore,7,Packers,189,406,2016.0,2016,Under
1,-145.0,23-Oct,Sun,Giants,0.0,125.0,Rams,44.5,10,17,-3.0,4,1,9:31AM,27,Rams,1.0,@,boxscore,7,Giants,345,232,2016.0,2016,Under
2,110.0,23-Oct,Sun,Jaguars,1.0,-130.0,Jaguars,48.0,16,33,-2.0,3,0,1:02PM,49,Raiders,0.0,@,boxscore,7,Raiders,344,344,2016.0,2016,Over
3,-157.0,23-Oct,Sun,Vikings,0.0,130.0,Vikings,39.0,10,21,-3.0,4,4,1:02PM,31,Eagles,1.0,,boxscore,7,Eagles,282,239,2016.0,2016,Under
4,400.0,23-Oct,Sun,Bengals,1.0,-600.0,Browns,46.5,17,31,-11.0,2,1,1:02PM,48,Browns,0.0,,boxscore,7,Bengals,352,559,2016.0,2016,Over
5,-140.0,23-Oct,Sun,Bills,0.0,120.0,Bills,46.0,25,28,-2.5,0,0,1:02PM,53,Dolphins,1.0,,boxscore,7,Dolphins,267,454,2016.0,2016,Over
6,-105.0,23-Oct,Sun,Redskins,0.0,-105.0,Redskins,50.0,17,20,-1.0,2,0,1:02PM,37,Lions,1.0,,boxscore,7,Lions,413,344,2016.0,2016,Under
7,170.0,23-Oct,Sun,Titans,1.0,-200.0,Titans,48.5,26,34,-4.0,1,0,1:02PM,60,Colts,0.0,@,boxscore,7,Colts,331,422,2016.0,2016,Over
8,220.0,23-Oct,Sun,Chiefs,1.0,-270.0,Saints,51.5,21,27,-6.5,2,0,1:03PM,48,Saints,0.0,,boxscore,7,Chiefs,463,326,2016.0,2016,Under
9,120.0,23-Oct,Sun,Jets,1.0,-141.0,Ravens,40.0,16,24,-2.5,3,2,1:04PM,40,Ravens,0.0,,boxscore,7,Jets,245,344,2016.0,2016,Over
10,180.0,23-Oct,Sun,Falcons,1.0,-222.0,Falcons,53.0,30,33,-4.5,1,2,4:05PM,63,Chargers,0.0,@,boxscore,7,Chargers,386,426,2016.0,2016,Over
11,-105.0,23-Oct,Sun,49ers,1.0,-115.0,49ers,45.0,17,34,-1.0,3,1,4:05PM,51,Buccaneers,0.0,@,boxscore,7,Buccaneers,273,513,2016.0,2016,Over
12,-333.0,23-Oct,Sun,Patriots,0.0,265.0,Steelers,49.5,16,27,-7.0,1,2,4:25PM,43,Steelers,1.0,@,boxscore,7,Patriots,375,362,2016.0,2016,Under
13,105.0,23-Oct,Sun,Cardinals,1.0,-125.0,Cardinals,43.0,6,6,-1.5,0,0,8:30PM,12,Seahawks,0.0,@,boxscore,7,Seahawks,443,257,2016.0,2016,Under
14,320.0,24-Oct,Mon,Broncos,1.0,-400.0,Texans,40.0,9,27,-8.5,2,0,8:30PM,36,Texans,0.0,,boxscore,7,Broncos,271,347,2016.0,2016,Under
0,130.0,27-Oct,Thu,Titans,1.0,-150.0,Jaguars,43.5,22,36,-3.0,1,0,8:26PM,58,Jaguars,0.0,,boxscore,8,Titans,370,494,2016.0,2016,Over
1,140.0,30-Oct,Sun,Bengals,1.0,-160.0,Bengals,49.0,27,27,-3.0,2,1,8:36AM,54,Redskins,0.0,@,boxscore,8,Redskins,415,546,2016.0,2016,Over
2,115.0,30-Oct,Sun,Panthers,1.0,-135.0,Cardinals,45.5,20,30,-2.5,2,1,12:47PM,50,Cardinals,0.0,,boxscore,8,Panthers,340,349,2016.0,2016,Over
3,-140.0,30-Oct,Sun,Jets,0.0,120.0,Browns,45.5,28,31,-2.5,2,0,1:02PM,59,Browns,1.0,@,boxscore,8,Jets,407,393,2016.0,2016,Over
4,-238.0,30-Oct,Sun,Patriots,0.0,210.0,Bills,48.0,25,41,-5.5,0,0,1:02PM,66,Bills,1.0,@,boxscore,8,Patriots,376,357,2016.0,2016,Over
5,-110.0,30-Oct,Sun,Buccaneers,1.0,-110.0,Buccaneers,48.5,24,30,0.0,0,1,1:02PM,54,Raiders,0.0,@,boxscore,8,Raiders,270,626,2016.0,2016,Over
6,-143.0,30-Oct,Sun,Chiefs,0.0,130.0,Colts,50.5,14,30,-3.0,2,0,1:02PM,44,Colts,1.0,@,boxscore,8,Chiefs,277,422,2016.0,2016,Under
7,-115.0,30-Oct,Sun,Seahawks,0.0,-105.0,Seahawks,50.0,20,25,-1.0,1,1,1:03PM,45,Saints,1.0,,boxscore,8,Saints,359,375,2016.0,2016,Under
8,105.0,30-Oct,Sun,Texans,1.0,-125.0,Lions,46.5,13,20,-2.0,0,1,1:03PM,33,Lions,0.0,,boxscore,8,Texans,289,269,2016.0,2016,Under
9,170.0,30-Oct,Sun,Broncos,1.0,-200.0,Chargers,43.0,19,27,-4.0,3,3,4:05PM,46,Chargers,0.0,,boxscore,8,Broncos,369,324,2016.0,2016,Over
10,140.0,30-Oct,Sun,Falcons,1.0,-160.0,Packers,51.0,32,33,-3.0,0,0,4:25PM,65,Packers,0.0,,boxscore,8,Falcons,331,367,2016.0,2016,Over
11,190.0,30-Oct,Sun,Cowboys,1.0,-230.0,Eagles,44.0,23,29,-5.0,1,1,8:31PM,52,Eagles,0.0,,boxscore,8,Cowboys,291,460,2016.0,2016,Over
12,-240.0,31-Oct,Mon,Vikings,0.0,190.0,Vikings,39.5,10,20,-5.0,0,0,8:31PM,30,Bears,1.0,,boxscore,8,Bears,258,403,2016.0,2016,Under
0,-180.0,3-Nov,Thu,Falcons,0.0,160.0,Buccaneers,50.5,28,43,-3.5,2,1,8:25PM,71,Buccaneers,1.0,@,boxscore,9,Falcons,396,461,2016.0,2016,Over
1,270.0,6-Nov,Sun,Chiefs,1.0,-330.0,Jaguars,43.0,14,19,-7.0,4,0,1:00PM,33,Jaguars,0.0,,boxscore,9,Chiefs,449,231,2016.0,2016,Under
2,-170.0,6-Nov,Sun,Steelers,0.0,150.0,Steelers,46.5,14,21,-3.0,1,1,1:00PM,35,Ravens,1.0,,boxscore,9,Ravens,277,274,2016.0,2016,Under
3,135.0,6-Nov,Sun,Giants,1.0,-155.0,Eagles,43.0,23,28,-3.0,2,2,1:00PM,51,Eagles,0.0,,boxscore,9,Giants,443,302,2016.0,2016,Over
4,170.0,6-Nov,Sun,Dolphins,1.0,-200.0,Jets,45.5,23,27,-4.0,2,0,1:00PM,50,Jets,0.0,,boxscore,9,Dolphins,331,274,2016.0,2016,Over
5,218.0,6-Nov,Sun,Vikings,1.0,-250.0,Vikings,42.5,16,22,-6.0,0,1,1:00PM,38,Lions,0.0,@,boxscore,9,Lions,337,311,2016.0,2016,Under
