,Day,Spread,Pred_Total,Away Money Line,Home Money Line,Year,Week,prev_TE allowed_Favorite,prev_TE allowed_Underdog,prev_RB allowed_Favorite,prev_RB allowed_Underdog,prev_K allowed_Favorite,prev_K allowed_Underdog,prev_QB allowed_Favorite,prev_QB allowed_Underdog,prev_Total FPts allowed_Favorite,prev_Total FPts allowed_Underdog,Model_Preds,True_Gold,Model_Correct
609,2.0,-0.016030062638393645,0.028105062514081083,-0.018050312952491626,0.01371755220241571,2.0,6.0,0.02877986349997892,0.013850386227224029,0.01523060571365072,0.03162598573691671,0.027458889282654768,0.04271194414099335,0.02347726655113601,0.01986681517620509,0.030025517669812943,0.025541619822003158,Under,Under,1
1136,2.0,-0.03435013422512924,0.030884684081407782,-0.034553456223341106,0.02236376692393834,4.0,7.0,0.02090326927893206,0.034773310102392235,0.01252610563365667,0.0216177624024494,0.04118833392398216,0.04928301247037694,0.0367936731164309,0.038060315138487864,0.022216121403111463,0.03209018901552852,Under,Under,1
533,2.0,-0.03206012527678729,0.027178521991638848,0.02836477749677255,-0.0253566874044654,2.0,1.0,0.022599103801547598,0.055401544908896115,0.026158487469854,0.02095054751348491,0.025522957142262912,0.03614087581160976,0.02617496304407716,0.02729024994342415,0.02757684066859459,0.02872423911650485,Over,Under,0
409,2.0,-0.013740053690051695,0.03304661196710633,0.012377357453137113,-0.012054818602122895,1.0,10.0,0.022599103801547598,0.007956604853937208,0.026158487469854,0.013878069690461342,0.025522957142262912,0.022998739152842573,0.02617496304407716,0.04238051078170551,0.02757684066859459,0.03188485873846389,Over,Under,0
541,2.0,-0.013740053690051695,0.03366430564873448,0.016296853979963867,-0.013966962242459632,2.0,1.0,0.021206215210510783,0.0053044032359581385,0.0435566854988516,0.008406907600952545,0.024026528122322924,0.029569807482226162,0.01975372158738057,0.012656347799848882,0.02505450707961396,0.013977125288756252,Over,Over,1
1097,2.0,-0.011450044741709749,0.02439890042431215,0.01299622532579397,-0.012719912042240022,4.0,4.0,0.03938297110523431,0.0,0.02718734290941391,0.025621051736236324,0.013729444641327386,0.013142136658767184,0.02473948518291752,0.0056284239013751035,0.026611783545370745,0.013346468009200618,Under,Under,1
626,2.0,-0.029770116328445336,0.030266990399779627,0.025270438133488275,-0.02203122020387977,2.0,7.0,0.0018176755894723528,0.015618520639210072,0.01508826360417735,0.017080701157490885,0.0034323611603318464,0.0,0.02685370139115154,0.008640391286435293,0.02133392044960393,0.010955836926233914,Under,Under,1
996,2.0,-0.013740053690051695,0.02439890042431215,0.015987420043635438,-0.01371755220241571,3.0,15.0,0.023023890799983137,0.0279954615231124,0.05850260699355558,0.01347774075708265,0.037755972763650315,0.03285534164691796,0.0241399313328213,0.022726662996363254,0.038011354127215916,0.01908104931864836,Over,Under,0
346,2.0,-0.013740053690051695,0.029649296718151467,0.014955973589207344,-0.01371755220241571,1.0,5.0,0.004544188973680883,0.02151230201249689,0.02946481666098785,0.0320263146702954,0.024026528122322924,0.03614087581160976,0.02940969412050909,0.036174032533702695,0.030892375998042086,0.035595470173988904,Over,Over,1
1260,2.0,-0.03664014317347119,0.024707747265126225,0.02908679001487222,-0.029762931445241364,4.0,15.0,0.05543910547890677,0.027406083385783715,0.012810789852603413,0.01401151266825424,0.03089125044298661,0.026284273317534367,0.03581545367680023,0.049621402071042126,0.03367706248607021,0.04217337226423778,Under,Over,0
